benefit_class,object_type,object_id,source_mod,source_file,current_status,decision,formula_or_policy,evidence,confidence,codex_action
empire_country_modifier,building,building_mem_ancestors_grudge_forge_4,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_ancestors_grudge_forge_4 in More Events Mod/common\buildings\mem_ancestors_grudge_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_ancestors_grudge_hoarder_depot,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_ancestors_grudge_hoarder_depot in More Events Mod/common\buildings\mem_ancestors_grudge_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_ancestors_grudge_living_metal_factory,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_ancestors_grudge_living_metal_factory in More Events Mod/common\buildings\mem_ancestors_grudge_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_ancestors_grudge_robot_factory,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_ancestors_grudge_robot_factory in More Events Mod/common\buildings\mem_ancestors_grudge_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_beetle_sensor,More Events Mod,common\buildings\mem_scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_beetle_sensor in More Events Mod/common\buildings\mem_scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_beetle_sensor_2,More Events Mod,common\buildings\mem_scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_beetle_sensor_2 in More Events Mod/common\buildings\mem_scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_consciousness_amplifier,More Events Mod,common\buildings\mem_scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_consciousness_amplifier in More Events Mod/common\buildings\mem_scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_koeleothan_effect_platform,More Events Mod,common\buildings\mem_scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_koeleothan_effect_platform in More Events Mod/common\buildings\mem_scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_lost_emperor_ancient_palace,More Events Mod,common\buildings\mem_lost_emperor_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_lost_emperor_ancient_palace in More Events Mod/common\buildings\mem_lost_emperor_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_mortis_bio,More Events Mod,common\buildings\mem_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_mortis_bio in More Events Mod/common\buildings\mem_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_mortis_cyber,More Events Mod,common\buildings\mem_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_mortis_cyber in More Events Mod/common\buildings\mem_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_mortis_psionic,More Events Mod,common\buildings\mem_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_mortis_psionic in More Events Mod/common\buildings\mem_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
